Customer_ID,Age,Gender,Marital Status,Occupation,Monthly Income,Location,Product_Description,Product_Category,Quantity,Unit_Price,Delivery_Charges,Coupon,Discount_Rate
17961,46,M,Prefer not to say,Employee,3,El Paso-Texas,Google Men's Short Sleeve Hero Tee Light Blue,Apparel,1.0,15.19,6.0,SALE10,10.0
17961,46,M,Prefer not to say,Employee,3,El Paso-Texas,Google Men's Short Sleeve Hero Tee Charcoal,Apparel,1.0,10.63,6.0,,0.0
17961,46,M,Prefer not to say,Employee,3,El Paso-Texas,Google Onesie Green,Apparel,11.0,16.79,6.0,SALE10,10.0
17961,46,M,Prefer not to say,Employee,3,El Paso-Texas,Google 3/4 Sleeve Raglan Badge Henley Black,Apparel,4.0,25.78,6.5,,0.0
17961,46,M,Prefer not to say,Employee,3,El Paso-Texas,Google Men's Vintage Badge Tee White,Apparel,1.0,4.56,6.0,SALE10,10.0
17961,46,M,Prefer not to say,Employee,3,El Paso-Texas,Google Rucksack,Bags,3.0,72.2,6.5,,0.0
17961,46,M,Prefer not to say,Employee,3,El Paso-Texas,Google Infant Zip Hood Pink,Apparel,1.0,31.35,6.5,,0.0
17961,46,M,Prefer not to say,Employee,3,El Paso-Texas,Google Laptop and Cell Phone Stickers,Office,1.0,2.39,49.73,,0.0
17961,46,M,Prefer not to say,Employee,3,El Paso-Texas,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,149.0,6.0,ELEC10,10.0
14060,47,F,Single,Employee,0,Cheyenne-Wyoming,Google Men's Watershed Full Zip Hoodie Grey,Apparel,1.0,44.0,6.0,,0.0
14060,47,F,Single,Employee,0,Cheyenne-Wyoming,Google Doodle Decal,Office,1.0,2.99,6.0,,0.0
18239,15,M,Single,Student,0,Reno-Nevada,Google Men's Short Sleeve Performance Badge Tee Pewter,Apparel,1.0,11.0,6.0,SALE10,10.0
18239,15,M,Single,Student,0,Reno-Nevada,Nest Cam IQ - USA,Nest,2.0,199.0,6.0,,0.0
18239,15,M,Single,Student,0,Reno-Nevada,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71,6.5,,0.0
18239,15,M,Single,Student,0,Reno-Nevada,Google Men's Performance 1/4 Zip Pullover Heather/Black,Apparel,1.0,26.4,6.0,,0.0
18239,15,M,Single,Student,0,Reno-Nevada,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,1.0,81.5,6.5,ELEC10,10.0
13606,65,M,Single,Self Employed,1,Springfield-Illinois,Nest Cam Outdoor Security Camera - USA,Nest-USA,2.0,121.3,6.5,,0.0
15235,18,M,Single,Student,1,Cheyenne-Wyoming,Google Men's Vintage Badge Tee Black,Apparel,1.0,7.6,6.0,,0.0
15235,18,M,Single,Student,1,Cheyenne-Wyoming,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Apparel,1.0,13.59,6.0,,0.0
15235,18,M,Single,Student,1,Cheyenne-Wyoming,Google Women's Tee Grey,Apparel,1.0,17.93,12.99,SALE30,30.0
15235,18,M,Single,Student,1,Cheyenne-Wyoming,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,1.0,80.52,12.99,ELEC30,30.0
15235,18,M,Single,Student,1,Cheyenne-Wyoming,Google Women's Short Sleeve Hero Tee Sky Blue,Apparel,1.0,15.19,6.0,SALE10,10.0
15235,18,M,Single,Student,1,Cheyenne-Wyoming,Maze Pen,Office,25.0,0.98,6.5,OFF10,10.0
15235,18,M,Single,Student,1,Cheyenne-Wyoming,Switch Tone Color Crayon Pen,Office,1.0,1.59,6.0,,0.0
15235,18,M,Single,Student,1,Cheyenne-Wyoming,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Apparel,1.0,13.59,6.0,,0.0
15235,18,M,Single,Student,1,Cheyenne-Wyoming,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,1.0,80.52,6.5,,0.0
15235,18,M,Single,Student,1,Cheyenne-Wyoming,Android Tone Hoodie Black,Apparel,1.0,61.15,6.0,,0.0
15235,18,M,Single,Student,1,Cheyenne-Wyoming,Google Women's Short Sleeve Hero Tee Black,Apparel,1.0,13.59,6.0,,0.0
15235,18,M,Single,Student,1,Cheyenne-Wyoming,YouTube Twill Cap,Apparel,1.0,8.79,6.0,,0.0
12681,37,M,Single,Employee,4,Chicago-Illinois,Google Women's Vintage Hero Tee Black,Apparel,1.0,5.7,6.0,,0.0
12681,37,M,Single,Employee,4,Chicago-Illinois,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Apparel,1.0,8.65,6.0,,0.0
12681,37,M,Single,Employee,4,Chicago-Illinois,Google Women's Vintage Hero Tee Platinum,Apparel,1.0,10.63,6.0,,0.0
12681,37,M,Single,Employee,4,Chicago-Illinois,Google Sunglasses,Lifestyle,1.0,3.5,30.0,EXTRA10,10.0
12681,37,M,Single,Employee,4,Chicago-Illinois,Google Men's Long Sleeve Raglan Ocean Blue,Apparel,1.0,13.99,19.99,,0.0
12681,37,M,Single,Employee,4,Chicago-Illinois,Google Kick Ball,Lifestyle,2.0,1.99,30.0,,0.0
12681,37,M,Single,Employee,4,Chicago-Illinois,Google Onesie Red/Graphite,Apparel,1.0,19.19,6.0,,0.0
12681,37,M,Single,Employee,4,Chicago-Illinois,Windup Android,Lifestyle,4.0,3.99,12.99,,0.0
12681,37,M,Single,Employee,4,Chicago-Illinois,Crunch Noise Dog Toy,Lifestyle,1.0,2.79,6.0,EXTRA30,30.0
12681,37,M,Single,Employee,4,Chicago-Illinois,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Apparel,2.0,16.99,6.5,,0.0
12681,37,M,Single,Employee,4,Chicago-Illinois,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,149.0,6.0,,0.0
12681,37,M,Single,Employee,4,Chicago-Illinois,Android 24 oz Contigo Bottle,Drinkware,8.0,23.99,6.5,,0.0
12681,37,M,Single,Employee,4,Chicago-Illinois,Google Laptop and Cell Phone Stickers,Office,1.0,3.05,6.0,,0.0
12681,37,M,Single,Employee,4,Chicago-Illinois,Google Men's Microfiber 1/4 Zip Pullover Blue/Indigo,Apparel,1.0,30.0,19.99,,0.0
12681,37,M,Single,Employee,4,Chicago-Illinois,Google Tri-blend Hoodie Grey,Apparel,2.0,39.99,6.5,,0.0
12681,37,M,Single,Employee,4,Chicago-Illinois,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,119.0,6.0,,0.0
17548,34,F,Single,Employee,1,Memphis-Tennessee,YouTube Custom Decals,Office,1.0,2.05,6.5,OFF10,10.0
17567,32,M,Single,Self Employed,3,Savannah-Georgia,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2.0,153.71,6.5,ELEC10,10.0
17567,32,M,Single,Self Employed,3,Savannah-Georgia,Google Insulated Stainless Steel Bottle,Drinkware,1.0,16.5,6.5,EXTRA10,10.0
17567,32,M,Single,Self Employed,3,Savannah-Georgia,Waze Men's Typography Short Sleeve Tee,Waze,1.0,15.67,6.5,WEMP10,10.0
17567,32,M,Single,Self Employed,3,Savannah-Georgia,Google Men's 100% Cotton Short Sleeve Hero Tee White,Apparel,5.0,14.02,74.74,SALE10,10.0
17460,17,M,Single,Student,0,Springfield-Illinois,Google Men's Airflow 1/4 Zip Pullover Lapis,Apparel,1.0,14.0,6.0,,0.0
13093,35,M,Married,Self Employed,4,Lubbock-Texas,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2.0,149.0,6.0,ELEC20,20.0
13093,35,M,Married,Self Employed,4,Lubbock-Texas,Galaxy Screen Cleaning Cloth,Office,20.0,1.99,6.0,,0.0
13093,35,M,Married,Self Employed,4,Lubbock-Texas,Gift Card- $100.00,Gift Cards,1.0,100.0,0.0,GC30,30.0
13093,35,M,Married,Self Employed,4,Lubbock-Texas,Android Sticker Sheet Ultra Removable,Office,1.0,2.99,6.0,OFF30,30.0
13093,35,M,Married,Self Employed,4,Lubbock-Texas,Android Women's Long Sleeve Blended Cardigan Grey,Apparel,1.0,12.0,6.0,,0.0
13093,35,M,Married,Self Employed,4,Lubbock-Texas,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,119.0,6.0,,0.0
13093,35,M,Married,Self Employed,4,Lubbock-Texas,Google Men's Short Sleeve Performance Badge Tee Pewter,Apparel,1.0,11.0,6.0,,0.0
13093,35,M,Married,Self Employed,4,Lubbock-Texas,Nest Protect Smoke + CO White Battery Alarm - CA,Nest-Canada,3.0,104.0,8.7,,0.0
13093,35,M,Married,Self Employed,4,Lubbock-Texas,Google Sunglasses,Lifestyle,2.0,3.5,6.0,,0.0
13093,35,M,Married,Self Employed,4,Lubbock-Texas,Android Stretch Fit Hat S/M,Headgear,1.0,12.31,6.0,,0.0
13093,35,M,Married,Self Employed,4,Lubbock-Texas,Google Men's 100% Cotton Short Sleeve Hero Tee Red,Apparel,1.0,13.59,12.99,,0.0
13093,35,M,Married,Self Employed,4,Lubbock-Texas,Google Men's Performance 1/4 Zip Pullover Heather/Black,Apparel,1.0,90.77,6.5,SALE10,10.0
13093,35,M,Married,Self Employed,4,Lubbock-Texas,Android Men's Outerstellar Short Sleeve Tee Black,Apparel,1.0,15.99,6.0,,0.0
13093,35,M,Married,Self Employed,4,Lubbock-Texas,Nest Learning Thermostat 3rd Gen-USA - Copper,Nest-USA,1.0,151.88,6.5,,0.0
13093,35,M,Married,Self Employed,4,Lubbock-Texas,26 oz Double Wall Insulated Bottle,Drinkware,20.0,19.99,55.73,EXTRA10,10.0
13093,35,M,Married,Self Employed,4,Lubbock-Texas,Ballpoint Stylus Pen,Office,3.0,3.85,12.99,,0.0
15111,45,M,Single,Employee,1,Spokane-Washington,Nest Cam Indoor Security Camera - USA,Nest-USA,2.0,122.77,6.5,ELEC10,10.0
16186,21,F,Single,Student,0,Orlando-Florida,Android Lifted Men's Short Sleeve Tee Blue,Apparel,1.0,16.5,6.5,,0.0
13963,34,M,Married,Self Employed,4,Fargo-North Dakota,Google Youth Sports Tee Navy,Apparel,1.0,21.99,39.27,SALE30,30.0
13963,34,M,Married,Self Employed,4,Fargo-North Dakota,Google Sunglasses,Lifestyle,20.0,2.8,140.68,,0.0
13963,34,M,Married,Self Employed,4,Fargo-North Dakota,Google Sunglasses,Lifestyle,30.0,2.8,140.68,EXTRA10,10.0
13963,34,M,Married,Self Employed,4,Fargo-North Dakota,YouTube Leatherette Notebook Combo,Office,1.0,3.884635416666667,49.73,,0.0
13963,34,M,Married,Self Employed,4,Fargo-North Dakota,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,1.0,80.52,6.5,,0.0
12779,51,M,Single,Self Employed,3,Fargo-North Dakota,Nest Secure Alarm System Starter Pack - USA,Nest,1.0,355.74,6.5,NE30,30.0
12779,51,M,Single,Self Employed,3,Fargo-North Dakota,Google Women's Short Sleeve Hero Tee White,Apparel,1.0,13.59,6.5,,0.0
12779,51,M,Single,Self Employed,3,Fargo-North Dakota,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Apparel,3.0,13.59,6.0,,0.0
12779,51,M,Single,Self Employed,3,Fargo-North Dakota,Nest Learning Thermostat 3rd Gen-USA - White,Nest-USA,1.0,149.0,6.0,,0.0
14576,56,F,Married,Housewife,3,Lubbock-Texas,Google Women's Performance Golf Polo Blue,Apparel,1.0,59.83,6.5,SALE10,10.0
13069,40,F,Prefer not to say,Employee,3,Fort Wayne-Indiana,Google Sunglasses,Lifestyle,1.0,3.5,6.5,EXTRA20,20.0
13069,40,F,Prefer not to say,Employee,3,Fort Wayne-Indiana,Google Women's Short Sleeve Hero Tee Red Heather,Apparel,1.0,19.468847133757965,6.5,SALE20,20.0
13069,40,F,Prefer not to say,Employee,3,Fort Wayne-Indiana,Google Men's 100% Cotton Short Sleeve Hero Tee Navy,Apparel,2.0,13.59,6.0,,0.0
13069,40,F,Prefer not to say,Employee,3,Fort Wayne-Indiana,Google Men's Short Sleeve Hero Tee Charcoal,Apparel,1.0,15.19,6.0,,0.0
13069,40,F,Prefer not to say,Employee,3,Fort Wayne-Indiana,Google Men's Pullover Hoodie Grey,Apparel,1.0,41.59,6.5,,0.0
13069,40,F,Prefer not to say,Employee,3,Fort Wayne-Indiana,Windup Android,Lifestyle,1.0,3.19,6.5,,0.0
13069,40,F,Prefer not to say,Employee,3,Fort Wayne-Indiana,Nest Thermostat E - USA,Nest,1.0,100.91,6.5,,0.0
13069,40,F,Prefer not to say,Employee,3,Fort Wayne-Indiana,Google Men's 100% Cotton Short Sleeve Hero Tee Navy,Apparel,1.0,16.99,6.5,SALE20,20.0
13069,40,F,Prefer not to say,Employee,3,Fort Wayne-Indiana,Nest Learning Thermostat 3rd Gen-USA - Copper,Nest-USA,3.0,151.88,6.5,,0.0
13069,40,F,Prefer not to say,Employee,3,Fort Wayne-Indiana,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,149.0,6.5,,0.0
13069,40,F,Prefer not to say,Employee,3,Fort Wayne-Indiana,Google Men's Long & Lean Tee Charcoal,Apparel,2.0,4.8,6.0,,0.0
13069,40,F,Prefer not to say,Employee,3,Fort Wayne-Indiana,Google Men's Watershed Full Zip Hoodie Grey,Apparel,1.0,44.0,6.0,,0.0
13069,40,F,Prefer not to say,Employee,3,Fort Wayne-Indiana,Google Youth Short Sleeve T-shirt Yellow,Apparel,1.0,18.99,6.5,,0.0
15090,38,F,Married,Housewife,4,Tempe-Arizona,Nest Detect - USA,Nest,5.0,49.95,6.5,,0.0
15090,38,F,Married,Housewife,4,Tempe-Arizona,Nest Secure Alarm System Starter Pack - USA,Nest,1.0,355.74,6.5,NE30,30.0
12471,37,F,Married,Self Employed,3,Fargo-North Dakota,Men's Weatherblock Shell Jacket Black,Apparel,1.0,52.07,6.0,,0.0
12471,37,F,Married,Self Employed,3,Fargo-North Dakota,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Apparel,1.0,13.59,6.0,,0.0
12471,37,F,Married,Self Employed,3,Fargo-North Dakota,Leatherette Journal,Office,2.0,8.79,6.0,,0.0
12471,37,F,Married,Self Employed,3,Fargo-North Dakota,Google Trucker Hat,Headgear,1.0,17.59,6.0,,0.0
12471,37,F,Married,Self Employed,3,Fargo-North Dakota,Windup Android,Lifestyle,1.0,3.25,6.5,EXTRA30,30.0
12471,37,F,Married,Self Employed,3,Fargo-North Dakota,Nest Learning Thermostat 3rd Gen-USA - White,Nest-USA,2.0,149.0,6.0,ELEC30,30.0
12471,37,F,Married,Self Employed,3,Fargo-North Dakota,YouTube Luggage Tag,Fun,1.0,8.99,6.0,,0.0
12471,37,F,Married,Self Employed,3,Fargo-North Dakota,Android Men's Engineer Short Sleeve Tee Charcoal,Apparel,1.0,15.99,6.0,SALE30,30.0
12471,37,F,Married,Self Employed,3,Fargo-North Dakota,Google Sunglasses,Lifestyle,10.0,2.8,6.0,,0.0
12471,37,F,Married,Self Employed,3,Fargo-North Dakota,Google Men's 100% Cotton Short Sleeve Hero Tee Navy,Apparel,1.0,13.59,6.0,SALE30,30.0
12471,37,F,Married,Self Employed,3,Fargo-North Dakota,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,149.0,6.0,ELEC30,30.0
12471,37,F,Married,Self Employed,3,Fargo-North Dakota,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,149.0,12.99,,0.0
12471,37,F,Married,Self Employed,3,Fargo-North Dakota,Google 17oz Stainless Steel Sport Bottle,Drinkware,1.0,18.99,6.0,EXTRA10,10.0
12471,37,F,Married,Self Employed,3,Fargo-North Dakota,Google Stretch Fit Hat S/M Navy,Headgear,1.0,12.31,6.0,,0.0
12471,37,F,Married,Self Employed,3,Fargo-North Dakota,Android Sticker Sheet Ultra Removable,Office,1.0,2.39,6.0,OFF30,30.0
12868,49,F,Married,Housewife,0,Madison-Wisconsin,26 oz Double Wall Insulated Bottle,Drinkware,3.0,19.99,6.0,,0.0
17838,55,M,Single,Self Employed,3,Cheyenne-Wyoming,Maze Pen,Office,4.0,0.99,6.0,,0.0
17838,55,M,Single,Self Employed,3,Cheyenne-Wyoming,Google Women's Short Sleeve Hero Tee White,Apparel,3.0,14.02,98.74,,0.0
17838,55,M,Single,Self Employed,3,Cheyenne-Wyoming,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71,6.5,ELEC10,10.0
13842,47,F,Married,Housewife,3,Tempe-Arizona,Leatherette Journal,Office,250.0,10.99,250.01,,0.0
13842,47,F,Married,Housewife,3,Tempe-Arizona,Google Women's Tee Grey,Apparel,1.0,17.93,12.99,,0.0
13842,47,F,Married,Housewife,3,Tempe-Arizona,YouTube Leatherette Notebook Combo,Office,10.0,5.59,21.92,,0.0
13842,47,F,Married,Housewife,3,Tempe-Arizona,Rainbow Stylus Pen,Office,20.0,1.2,21.92,,0.0
13842,47,F,Married,Housewife,3,Tempe-Arizona,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2.0,149.0,6.5,ELEC30,30.0
13842,47,F,Married,Housewife,3,Tempe-Arizona,Google Women's Short Sleeve Hero Tee Grey,Apparel,1.0,4.08,6.0,SALE20,20.0
13842,47,F,Married,Housewife,3,Tempe-Arizona,Google Men's Performance Full Zip Jacket Black,Apparel,1.0,67.19,6.5,SALE30,30.0
14462,23,F,Single,Employee,0,Fargo-North Dakota,Nest Thermostat E - USA,Nest,1.0,100.91,12.99,NE30,30.0
14462,23,F,Single,Employee,0,Fargo-North Dakota,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,121.3,6.5,,0.0
14462,23,F,Single,Employee,0,Fargo-North Dakota,Nest Learning Thermostat 3rd Gen-USA - White,Nest-USA,4.0,151.88,12.99,ELEC30,30.0
14462,23,F,Single,Employee,0,Fargo-North Dakota,Nest Thermostat E - USA,Nest,2.0,100.91,6.5,,0.0
14462,23,F,Single,Employee,0,Fargo-North Dakota,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,151.88,6.5,,0.0
14462,23,F,Single,Employee,0,Fargo-North Dakota,Google Rolltop Backpack Blue,Bags,1.0,122.31,6.5,AIO30,30.0
14462,23,F,Single,Employee,0,Fargo-North Dakota,Nest Learning Thermostat 3rd Gen-USA - Copper,Nest-USA,1.0,151.88,6.5,,0.0
13050,32,M,Prefer not to say,Self Employed,4,Lubbock-Texas,Nest Cam Indoor Security Camera - USA,Nest-USA,3.0,119.0,12.99,ELEC20,20.0
13050,32,M,Prefer not to say,Self Employed,4,Lubbock-Texas,Google Infuser-Top Water Bottle,Drinkware,1.0,9.99,14.41,,0.0
13050,32,M,Prefer not to say,Self Employed,4,Lubbock-Texas,Google Men's 100% Cotton Short Sleeve Hero Tee White,Apparel,1.0,13.59,6.0,SALE30,30.0
13050,32,M,Prefer not to say,Self Employed,4,Lubbock-Texas,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,149.0,6.5,ELEC30,30.0
13050,32,M,Prefer not to say,Self Employed,4,Lubbock-Texas,Google Toddler Short Sleeve T-shirt Royal Blue,Apparel,1.0,13.59,6.0,,0.0
13050,32,M,Prefer not to say,Self Employed,4,Lubbock-Texas,Bottle Opener Clip,Drinkware,1.0,3.5,14.41,,0.0
13050,32,M,Prefer not to say,Self Employed,4,Lubbock-Texas,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Apparel,10.0,16.99,6.0,,0.0
13050,32,M,Prefer not to say,Self Employed,4,Lubbock-Texas,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,119.0,6.0,ELEC30,30.0
13050,32,M,Prefer not to say,Self Employed,4,Lubbock-Texas,Google Braille Tee Black,Apparel,1.0,17.93,6.5,,0.0
13050,32,M,Prefer not to say,Self Employed,4,Lubbock-Texas,Nest Thermostat E - USA,Nest,1.0,100.91,6.5,,0.0
15012,15,M,Single,Student,0,Lubbock-Texas,Leatherette Journal,Office,31.0,8.78,41.3,,0.0
15012,15,M,Single,Student,0,Lubbock-Texas,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,122.77,6.5,ELEC10,10.0
15012,15,M,Single,Student,0,Lubbock-Texas,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,1.0,81.5,6.5,,0.0
15012,15,M,Single,Student,0,Lubbock-Texas,Softsided Travel Pouch Set,Bags,1.0,11.34,30.0,AIO10,10.0
15012,15,M,Single,Student,0,Lubbock-Texas,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,2.0,81.5,6.5,,0.0
15012,15,M,Single,Student,0,Lubbock-Texas,Google Men's  Zip Hoodie,Apparel,3.0,46.21,62.74,,0.0
15012,15,M,Single,Student,0,Lubbock-Texas,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,3.0,81.5,6.5,,0.0
15012,15,M,Single,Student,0,Lubbock-Texas,Nest Cam Indoor Security Camera - USA,Nest-USA,2.0,122.77,6.5,,0.0
13584,50,M,Single,Employee,2,Memphis-Tennessee,Nest Learning Thermostat 3rd Gen-USA - White,Nest-USA,1.0,151.88,19.99,,0.0
17315,40,M,Single,Employee,4,Tempe-Arizona,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,149.0,6.0,ELEC30,30.0
17315,40,M,Single,Employee,4,Tempe-Arizona,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,149.0,6.0,ELEC30,30.0
17315,40,M,Single,Employee,4,Tempe-Arizona,Android Men's Short Sleeve Hero Tee Heather,Apparel,1.0,13.29,6.0,SALE30,30.0
17315,40,M,Single,Employee,4,Tempe-Arizona,Collapsible Shopping Bag,Bags,1.0,3.99,20.0,,0.0
17315,40,M,Single,Employee,4,Tempe-Arizona,Google Youth Girl Tee Green,Apparel,1.0,15.19,6.0,,0.0
17315,40,M,Single,Employee,4,Tempe-Arizona,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,119.0,6.0,,0.0
17315,40,M,Single,Employee,4,Tempe-Arizona,Google Sunglasses,Lifestyle,6.0,2.8,33.04,EXTRA30,30.0
17315,40,M,Single,Employee,4,Tempe-Arizona,Keyboard DOT Sticker,Office,1.0,1.2,20.0,,0.0
12967,17,F,Single,Student,0,Memphis-Tennessee,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Apparel,1.0,17.53,6.5,SALE10,10.0
15781,32,F,Single,Employee,2,Springfield-Illinois,Google Trike Tee Black,Apparel,1.0,16.3,6.5,SALE30,30.0
15291,51,F,Single,Employee,3,Madison-Wisconsin,Google Women's Lightweight Microfleece Jacket,Apparel,1.0,61.89,6.5,,0.0
15291,51,F,Single,Employee,3,Madison-Wisconsin,Google Blackout Cap,Headgear,20.0,13.29,6.0,,0.0
15291,51,F,Single,Employee,3,Madison-Wisconsin,Google Men's Long & Lean Tee Charcoal,Apparel,1.0,4.8,6.0,,0.0
15291,51,F,Single,Employee,3,Madison-Wisconsin,Satin Black Ballpoint Pen,Office,2.0,9.6,6.0,,0.0
13576,52,M,Single,Employee,4,Lubbock-Texas,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,119.0,6.0,,0.0
14395,29,F,Married,Housewife,2,Cheyenne-Wyoming,Google Women's Short Sleeve Badge Tee Navy,Apparel,1.0,8.49,6.0,,0.0
14395,29,F,Married,Housewife,2,Cheyenne-Wyoming,Color Changing Grip Pen,Office,10.0,1.24,28.78,,0.0
14395,29,F,Married,Housewife,2,Cheyenne-Wyoming,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71,6.5,,0.0
14395,29,F,Married,Housewife,2,Cheyenne-Wyoming,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,119.0,6.0,,0.0
16191,22,M,Single,Employee,1,Fort Wayne-Indiana,Google Men's Bike Short Sleeve Tee Charcoal,Apparel,1.0,15.99,6.0,SALE20,20.0
16191,22,M,Single,Employee,1,Fort Wayne-Indiana,Colored Pencil Set,Office,2.0,2.99,19.99,OFF20,20.0
16191,22,M,Single,Employee,1,Fort Wayne-Indiana,Google Pet Feeding Mat,Lifestyle,1.0,1.68,6.0,EXTRA20,20.0
16191,22,M,Single,Employee,1,Fort Wayne-Indiana,Nest Cam IQ - USA,Nest,1.0,199.0,6.0,NE10,10.0
13394,57,M,Married,Employee,2,Orlando-Florida,Google Thermal Bottle Green,Drinkware,1.0,19.56,6.5,EXTRA30,30.0
13394,57,M,Married,Employee,2,Orlando-Florida,Google Twill Cap,Apparel,2.0,11.2,6.0,,0.0
